file,channel,window,mean,variance,skewness,kurtosis,rms,zero_crossing_rate,delta_power,theta_power,alpha_power,beta_power,gamma_power,spectral_entropy
1000913311.parquet,Fp1,15,0.1403752837968894,1.1750417092858927,-0.03025496150025828,-0.5449096026618756,1.0930447976121336,0.0425,0.8992312638577551,0.10341071248600633,0.013998290907820591,0.11818891721335344,0.024846991228959045,2.4203168277777674
1000913311.parquet,Fp1,16,-0.18900382572920824,1.7466795321283768,-0.17008587271457784,-0.6563726370904228,1.3350662823503012,0.045,1.9270942781528169,0.0236203817357466,0.05883219241428719,0.1885465673721933,0.031025992052244874,2.3932896426110224
1000913311.parquet,Fp1,17,0.13054633286589104,0.6379046574957395,-0.3995870293688481,-0.0921516596829024,0.8092879601974019,0.075,0.639096798610699,0.02229580190725319,0.038824791469749716,0.14011022707175944,0.024964220492236094,2.2366300762216027
1000913311.parquet,Fp1,18,-0.1412712550498507,0.669136154489347,0.33204784802567416,-0.698559496490609,0.8301166917926099,0.0575,0.6829276227926917,0.038476163550080204,0.04567848262078813,0.17367958646998993,0.033792774026943306,2.3370917780525144
1000913311.parquet,Fp1,19,0.05042985047219997,0.5424211833193879,-0.17199128742256073,1.2141999313196044,0.7382170095155194,0.1075,0.1985123429344358,0.021722594032308997,0.02590380939390858,0.2026991732009948,0.03583942652554288,2.034956009977622
1000913311.parquet,Fp1,20,0.02929435188710979,1.3956630915933632,-0.48210509232562954,0.1628408140845954,1.1817450023781988,0.0725,0.4645575338177852,0.027797181876345063,0.032549370067483686,0.22912488151047955,0.04961780166407043,2.7042425771188414
1000913311.parquet,Fp1,21,-0.011448013210811786,1.249983547527707,-0.5112886320429373,0.8468303117329601,1.1180852402809822,0.1075,0.5948072757062465,0.13519746117416326,0.032658367698963145,0.15815991618156314,0.05606459042917282,2.9045116148622876
1000913311.parquet,Fp1,22,-0.08951837023983905,1.163504009217255,0.2315393627190186,0.43934527831328163,1.082366642052337,0.05,1.143309863824625,0.14500332145806794,0.03757611294016371,0.1960751552828901,0.03780527269598554,3.505696099482922
1000913311.parquet,Fp1,23,0.0454666040744025,0.38958436914728606,0.6555942581500948,3.916039212325269,0.6258207261135927,0.1625,0.10936596173927123,0.041175062702605375,0.028469196092027988,0.2640913030539419,0.04712425939745993,2.1616896918431894
1000913311.parquet,Fp1,24,-0.1875933730551109,1.0775228066996716,-1.071838131005416,4.335879883049975,1.0548526344062783,0.1025,0.2311652439264577,0.07112488068339275,0.07306131487553778,0.2907867430210123,0.03289003651719776,2.7785806898018675
1000913311.parquet,F3,0,0.27058663633591457,2.939893945496364,0.2457896007581695,-0.8514547599060882,1.7358315221414633,0.0325,2.246203921290837,0.052795040755586095,0.02322337559478874,0.20133938225039572,0.02635051829595208,1.7242336437244354
1000913311.parquet,F3,1,0.13793317804577818,3.090342116997411,-0.2513323795097699,-0.9303201842475439,1.7633399214567849,0.025,3.672489899791772,0.06242442752141746,0.04938546050170696,0.1622697570128512,0.025638646399863182,-0.7725813921405226
1000913311.parquet,F3,2,-0.07018111817340315,0.6838193856020783,0.6642535834711337,0.08934258612051504,0.8299064856657932,0.055,0.5325125322982341,0.1412561737257521,0.04437886558141547,0.1632725191561588,0.027460331142755846,2.7857095627180386
1000913311.parquet,F3,3,-0.014519532596514275,0.8110582595704487,0.2990934660960395,0.7576955356120054,0.9007047665008052,0.0525,0.7048686720488598,0.07872280638436036,0.10100432375475116,0.18727941064829542,0.020255867012106528,2.937730351307332
1000913311.parquet,F3,4,0.060544657164744296,0.48363152242819923,0.17126927705429534,1.917960484161461,0.6980667431839134,0.1425,0.17163638712808257,0.05484354103653076,0.043210571776230965,0.2488811838210611,0.05676472873260659,2.3976763708536963
1000913311.parquet,F3,5,-0.041913816146209065,0.3443262748156433,0.4736486900309902,1.9900768094273786,0.5882882310564963,0.1775,0.1654603172176511,0.025980116989777667,0.03503990944305718,0.2425528168258946,0.04997318365144886,2.206542327240995
1000913311.parquet,F3,6,0.027156798865864945,0.487830226886161,0.2573590476174404,0.9379622581456712,0.698976193164547,0.0775,0.3781229273725436,0.030118921538488122,0.040141325265025826,0.21373014481047056,0.030078328738257804,2.265956029701073
1000913311.parquet,F3,7,-0.11366897739580803,0.8818901559419042,0.3494985748322394,1.1097359523158845,0.9459443917927275,0.1175,0.5175068010106956,0.05783592501290381,0.05007599692950379,0.30980475360095816,0.030493218001497537,3.147919118132762
1000913311.parquet,F3,8,0.1105622213152186,0.6913429882105956,0.10776453477146368,0.19541827124341493,0.8387890038577943,0.105,0.5671064693573606,0.07078425418038521,0.055260355152890066,0.3040535271411093,0.05814277771097362,3.057430377675575
1000913311.parquet,F3,9,-0.013129086533421219,0.8585635537602851,-0.42187864062197944,1.4537538635974059,0.9266800562618617,0.095,0.8792798472276829,0.07834447478607366,0.05232875509080241,0.315125817583324,0.048256905763170294,3.5546850862048216
1000913311.parquet,F3,10,-0.048124203390767215,1.4730838322990039,-0.3933550556778435,1.0396284375350717,1.214660352218265,0.0775,2.104005558293735,0.06717486153492205,0.08073982126311496,0.2938723386194623,0.051868384911436353,3.568661818711286
1000913311.parquet,F3,11,-0.027620524722689055,0.776091673254088,0.6772092535240841,2.2573202682404743,0.8813935367587197,0.1075,0.7017916054329558,0.07659626292842418,0.06132245479796436,0.2855637856801898,0.047602852256254706,3.2043048375547496
1000913311.parquet,F3,12,-0.019492140412710898,0.6685698017879929,0.21533714308390667,0.2737212313827384,0.8178934804275322,0.1,0.5277226860381724,0.03948353416274154,0.10168065871785288,0.20625254382409652,0.044352974876798686,2.845537214507932
1000913311.parquet,F3,13,0.08522614952730398,0.6730242694210966,0.2775990100758112,0.3050165090260535,0.8247955904248925,0.085,0.38921966254084567,0.13294570581127388,0.0798125683582643,0.26366709407930544,0.05844566531457897,3.1777992940465176
1000913311.parquet,F3,14,-0.050215139635435474,0.6008114217326679,1.2903620757027403,4.706979246775559,0.7767451203459692,0.1275,0.18748261846118858,0.07058408148848691,0.14796500366877124,0.3943645830697407,0.046688913073490844,3.153063887498118
1000913311.parquet,F3,15,0.026876233215887738,0.8777407170485247,-0.3783956397745523,-0.28180407427078435,0.9372635963059696,0.0475,0.8034438479506264,0.12645885493794548,0.02641636652107069,0.15540446660644178,0.027136160702723445,2.7920926013286236
1000913311.parquet,F3,16,-0.050421090655366714,1.0443545263110587,0.23319290288914984,-0.28285741900969263,1.0231797558073241,0.0475,0.9158818631263381,0.03986154720063256,0.03297920797400943,0.22740612905567875,0.03204667728852546,2.7128947633793037
1000913311.parquet,F3,17,0.032919555891966094,0.5146042349197009,0.40685622833526874,0.8149460414666541,0.7181141497560295,0.1,0.33747171666278186,0.04110134123973478,0.05732527727533296,0.1813238705870574,0.0302091615856229,2.34239061046743
1000913311.parquet,F3,18,-0.13885416990896335,0.9957991787061999,0.2733322796295942,-0.5620189056192699,1.0075116174056293,0.0575,0.9360490642584122,0.06050180596538455,0.062369995065993646,0.22380144324226933,0.04642509772099089,2.7363989981480348
1000913311.parquet,F3,19,0.10259692387194427,0.7128659312701425,-0.25377455337601157,0.8111726211434234,0.8505245793380273,0.1225,0.3299259313915217,0.028608942019227927,0.022000917902164397,0.2468480450895454,0.050159312041400776,2.4380908642270263
1000913311.parquet,F3,20,0.03829562948688141,1.057115387207566,-0.06248001707859674,0.048412393859060376,1.028874113993234,0.1,0.41767518223457256,0.04630603676512677,0.06874356921467012,0.2690514131112258,0.06637624418724693,3.097663933868167
1000913311.parquet,F3,21,-0.0822135001528019,1.0315339585378924,0.013908413573315728,0.41974283757659014,1.0189666423123318,0.1375,0.33643911001935317,0.17364192989787436,0.04529808427441878,0.19806394261601346,0.07361635958861698,2.772038155402223
1000913311.parquet,F3,22,0.006723449887549986,0.709465227602934,0.06311196760715565,0.4466102436775592,0.8423244222871163,0.09,0.6491892551387122,0.03698045460033328,0.03927201712007426,0.25349119075624843,0.04484166112474034,3.00812364640195
1000913311.parquet,F3,23,0.022103503382078858,0.5578727791951321,0.20433596120114825,2.5147389635020785,0.7472358021781971,0.1525,0.1403640276737634,0.07455129382096704,0.027709735718652036,0.32529407726543796,0.060851657790213946,2.610376600112838
1000913311.parquet,F3,24,-0.2511716372670424,1.7862674728309083,-1.0449657944057527,4.634403457379235,1.3599098000228966,0.0775,0.6328741267400257,0.14713266641618986,0.09243345154251031,0.3572779072377185,0.03682360094690874,3.80472349545416
1000913311.parquet,C3,0,0.3939710583729812,2.620066259174418,0.799825404165176,-0.4100087925744176,1.6659170009367048,0.0425,0.8819630927673517,0.0830892703757324,0.030217272721155118,0.2432393667960421,0.03056047922033118,2.8383618390293033
1000913311.parquet,C3,1,0.1817464893262043,1.9442729192274262,-0.4518689482295572,-0.35827724785822834,1.4061666706368154,0.055,2.0379497251164937,0.06786694100590525,0.046357594283854844,0.19172585403920694,0.03302491879993217,2.2292987496269188
1000913311.parquet,C3,2,-0.10592360158277557,0.6698610838213942,0.6838364148386592,0.8552039014263171,0.8252762526534135,0.065,0.3068153763747097,0.09998177786228328,0.040668510346780345,0.2112148140662652,0.03414852916307033,2.4899340702545123
1000913311.parquet,C3,3,-0.05000004846788117,0.9715510679241877,0.46553352731781117,1.9104724910928228,0.9869402579543395,0.0975,1.3055657036654091,0.06681728654190464,0.11912962071464964,0.2226328238487797,0.024727561592709044,3.2077065528459876
1000913311.parquet,C3,4,0.043114748056705336,0.5428257747128192,-0.26888720612839073,1.3734632661704511,0.7380275443456108,0.155,0.17227153704563763,0.07195790835550936,0.051238499622593615,0.2946125050357776,0.07225425066524659,2.7279927454798103
1000913311.parquet,C3,5,0.03429008263323575,0.44908324398409405,0.24045428446656616,1.703766212110855,0.6710134527348077,0.185,0.07189447888316662,0.023960631757908427,0.053201351044783886,0.31805711030799827,0.06862876763979922,2.351211045484194
1000913311.parquet,C3,6,-0.016169600690600666,0.525617291350376,0.6527955971532684,1.7071767943265277,0.7251749770482084,0.1025,0.31116901976281486,0.04378898357038169,0.052628314606558466,0.25922047675720494,0.03542312980147265,2.5410262871743234
1000913311.parquet,C3,7,-0.1020904191402103,0.8813084730090711,0.3587531711404765,0.9530996359417987,0.944315056900659,0.0975,0.4423364464939056,0.1202323283779856,0.05307858373926366,0.37334517517631105,0.03848572033028332,3.4775566482463405
1000913311.parquet,C3,8,0.10295137179201269,0.6395419545487716,0.15382940077548302,1.6138933172954824,0.8063131770612637,0.1375,0.3910754633743999,0.07939467107340076,0.06661156854293003,0.37958846411347963,0.07283166761175214,3.3517315107918217
1000913311.parquet,C3,9,-0.01771379039862161,0.7950045432222446,0.15880742214122867,1.1256900214591612,0.8918062130264236,0.1225,0.4527091449552101,0.06695421540477825,0.05428753852076391,0.38824539124291185,0.06170451598329961,3.370751373008103
1000913311.parquet,C3,10,-0.09274042991434264,1.0183368323404294,0.2812785155436103,0.24331020783436186,1.0133793069138162,0.08,0.7771585332807869,0.08375269562248991,0.1012405791155883,0.35622819500520936,0.06890154272410272,3.8400399351766223
1000913311.parquet,C3,11,0.0335214903068883,0.8039338209361653,0.7145837418410473,2.910065341482344,0.8972499714397099,0.1125,0.6239196369164891,0.09418819612215956,0.06817512291992253,0.35793887028987054,0.05503760832450411,3.4199904541024324
1000913311.parquet,C3,12,0.01460842632680242,0.6882058822194353,-0.1641745970949992,1.4127776720436325,0.8297103641266518,0.11,0.458188481934984,0.04192531893910683,0.06666141069539813,0.2622776102476246,0.055316317480530744,2.816645188784296
1000913311.parquet,C3,13,-0.029572160000861394,0.5623436999646462,0.17815797187072685,0.9857318975790781,0.7504786556670101,0.155,0.189999305064278,0.10179690896827864,0.07319924412781417,0.3212656296862964,0.07333347586446302,2.961763566909
1000913311.parquet,C3,14,0.047273467788130186,0.7687715942153482,1.0865130566641277,3.481588788066861,0.8780696868541037,0.1225,0.1708729914360221,0.08228791771812519,0.151128099744887,0.5099022210992163,0.05820408598128584,3.5242279998277453
1000913311.parquet,C3,15,-0.08648346138154688,0.7512489667264529,0.5639571266836545,0.7202005394845252,0.8710501454101174,0.0775,0.8923042025960102,0.1166927665291046,0.036202937945318106,0.17701069375434297,0.03394806161107537,3.058313377813427
1000913311.parquet,C3,16,0.12744929426375254,0.7227756930202281,0.09167996377135544,0.6340214867281815,0.8596621520275024,0.0775,0.3969524179315974,0.04828916150327737,0.03669367996362806,0.2745241530651803,0.0378748586082892,2.691129838827091
1000913311.parquet,C3,17,-0.11967870425299963,0.8087542748349662,0.5121928523823546,0.10143096117704697,0.9072360591856141,0.05,0.5033087790043335,0.05471559836563491,0.054424425326734326,0.18659428651542778,0.036529535861083706,2.640358833610696
1000913311.parquet,C3,18,-0.11610491626704814,1.3613434972651965,0.12040846174695288,-0.7679683861167717,1.1725288264458893,0.0625,1.1008722286757788,0.06777558716493517,0.09087727360445208,0.30224760690519803,0.05615723635719888,3.0333375472477617
1000913311.parquet,C3,19,0.06730983093687228,0.718328420222326,-0.0571152802993722,1.074515118476957,0.850211169982538,0.1375,0.21940875022639153,0.038638527815797366,0.02101372423891662,0.3158806731185587,0.06499367690827679,2.6092443779564465
1000913311.parquet,C3,20,0.057490570848229255,0.7146508761711644,0.4518276563350299,1.3312956257832802,0.8473228675703375,0.155,0.22172950652498125,0.0770531078797166,0.05473887403200431,0.33890450035275455,0.08968163919436473,3.1256041351566286
1000913311.parquet,C3,21,-0.024898561555670717,1.0661319615627627,0.38545026740453936,1.6492887184119374,1.032836821540704,0.1075,0.6890413523967507,0.1317234434532474,0.06702598228311352,0.23318097619015782,0.09044988300639345,3.321848565815498
1000913311.parquet,C3,22,0.00018759039252979725,0.7136758710877195,0.06373801269379979,1.7144467442838405,0.8447934104133832,0.12,0.48239818358024106,0.035026731763321814,0.044858085730220196,0.32436817772660403,0.056421818746706626,3.078384695392091
1000913311.parquet,C3,23,0.02808699420582686,0.836408750630911,0.3686506042991951,0.6515825013253682,0.9149850435249908,0.1575,0.2866481500467665,0.07296928255721855,0.03381335932160903,0.41111547047703223,0.07924341879382218,3.1382182516717134
1000913311.parquet,C3,24,-0.3706257215976121,2.9881797980338543,-1.501563488823072,5.137059696661655,1.7679205931103368,0.07,0.8534356804961434,0.10877005259413446,0.09202459393398227,0.4290280795960372,0.04390359056015643,4.100080084653357
1000913311.parquet,P3,0,0.39709482145950603,2.5734731129293005,0.3991152807543579,-0.4868978611591306,1.6526213753183934,0.0525,0.8251392827776075,0.10210918999897492,0.06219325861718758,0.2631134734507344,0.034120873438226534,3.296604856157448
1000913311.parquet,P3,1,0.10404709841181946,0.777282534802985,0.5642728139155948,1.1817942880621954,0.8877546583887375,0.095,0.6659460427879073,0.050172474841335045,0.04364418306520215,0.20401422959837798,0.033631303243213756,2.73642586314635
1000913311.parquet,P3,2,-0.06487902642014393,0.4490025391654974,0.7120710912162813,2.6123252234518866,0.6732100914534208,0.1025,0.17460013050211975,0.07623770690015828,0.03024918332076538,0.21159199072540114,0.031463957295246814,2.1609143836427824
1000913311.parquet,P3,3,-0.08078734087458976,1.0563635713045592,0.19047068133113998,1.004991560994564,1.0309656472211604,0.075,1.2622880261486524,0.06329989345983633,0.11977597419258916,0.24163955276611904,0.025597251955168317,3.4165909068364186
1000913311.parquet,P3,4,0.049765372454294514,0.8731954156439942,-0.8113500675368382,0.6366897923892556,0.9357734811050742,0.105,0.49446110898752976,0.06642934845905099,0.04828928237417929,0.3020240817999518,0.07793157304174167,3.2242562531911094
1000913311.parquet,P3,5,0.07345024304898796,0.5643268569264436,0.32331828506864807,0.9092091770898363,0.7547991753641486,0.1375,0.1483725418802652,0.020081150641243013,0.07104923733830545,0.3334022482162252,0.06888260534906838,2.582909260688413
1000913311.parquet,P3,6,-0.008871647478219504,0.47774175111793243,0.668266512745244,2.2589025737501203,0.6912455838896262,0.1275,0.21354102425914953,0.03747883975281375,0.04952293753184882,0.28378480204098117,0.038696255390098265,2.483406718738783
1000913311.parquet,P3,7,-0.0668589150501094,0.8141249799624979,0.3426723301238433,1.1984129143673004,0.9047624519641471,0.1175,0.32690310320724936,0.10720497660282904,0.06517797550090519,0.38692571845392215,0.04561873090483035,3.418206803376948
1000913311.parquet,P3,8,0.07493853752364349,0.6804593774245805,0.09359246907551463,0.9625594728383424,0.8282965422062095,0.15,0.4185772265843488,0.07148801937441501,0.0645159833163306,0.39398644497738144,0.0769265235653141,3.4668975233225265
1000913311.parquet,P3,9,-0.007555470450947083,0.9899067914089585,0.47453651751786535,1.0119995810599436,0.994969284220721,0.0975,0.6079904225383943,0.05949449112015138,0.053142590236808444,0.4182333743547699,0.06401374356116328,3.566279801329096
1000913311.parquet,P3,10,-0.1385333021826878,1.219360561402945,0.39967906287073385,0.012274432390570578,1.1129025281742264,0.075,0.901731257104312,0.10048241253474484,0.08608253313167397,0.35319264604118666,0.06913787252861091,3.675321497330582
1000913311.parquet,P3,11,0.09044178683300931,0.9269915957940532,0.4349607306831272,2.114903459304749,0.9670425598698336,0.1175,0.8225116854530267,0.10628382642770012,0.0729954047491776,0.38717315752792625,0.056926734682477956,3.770558917970443
1000913311.parquet,P3,12,-0.0016701555452891448,0.6899111466463509,-0.050287599802914015,1.8560610829464208,0.8306105802756767,0.105,0.41550786965096437,0.06166832073571819,0.055900976657728,0.2747631226737182,0.06362930634668358,2.9390970616528733
1000913311.parquet,P3,13,-0.01780953623490814,0.5629695409272132,0.40325595115705987,1.62458766259319,0.7505242970804581,0.16,0.10761102253160541,0.1315999754096545,0.07844722157034398,0.31300204787065844,0.08037450092344746,2.8501158529648807
1000913311.parquet,P3,14,0.03687091076033248,0.8615021538048757,1.2574367038158538,3.52096596262105,0.9289034491620601,0.1225,0.22399966974310756,0.0979558913121587,0.11486030174305692,0.5609567177613969,0.058741905569398616,3.6931873905536103
1000913311.parquet,P3,15,-0.06465981952692855,0.7296561682730843,0.5130281375810768,1.1967932514583843,0.8566429014089473,0.075,0.7027808529064639,0.18458913703116595,0.0403212029766339,0.18193092862272947,0.03661918123217111,3.357525984965502
1000913311.parquet,P3,16,0.03867534909328464,0.612479349383231,0.3262374637886255,0.6432178786077141,0.7835656526486586,0.07,0.22221634273758806,0.0609586998840167,0.05456559966971626,0.2821603006270108,0.042959545897024894,2.697654387594663
1000913311.parquet,P3,17,-0.11331008904919869,0.9358383839423516,0.13275237501943338,-0.5234387721308522,0.9740008009353426,0.065,0.5317206905085864,0.0679917215685073,0.05189767610365409,0.20589485784467243,0.036532398688557385,2.8719680500362137
1000913311.parquet,P3,18,-0.05926702652310137,1.4508983923708616,-0.06012597104944205,-0.7002919458749717,1.2059896238375152,0.0575,0.9041048670054592,0.06453976454179935,0.11054421615921847,0.33394961562496345,0.04918776009771012,3.2733918911558506
1000913311.parquet,P3,19,0.06212587778737163,0.7601376161593033,-0.021424673114911485,0.8417412644033271,0.8740693570021516,0.1425,0.2590176155430137,0.03701356686039141,0.021571213893235283,0.33280463086029416,0.06408937274788669,2.739861235743526
1000913311.parquet,P3,20,0.04442229996477355,0.7446976598831279,0.311728760457395,1.1522602241343503,0.8641012675706986,0.145,0.29173498335581316,0.07508283402906492,0.05723000990283597,0.3575459480097445,0.08962679955346776,3.251450413817616
1000913311.parquet,P3,21,0.014222165950614657,0.8570368172592037,0.14274861829734872,1.24358870571659,0.9258720685189346,0.14,0.5510812556123101,0.13741613892881524,0.06574462484506058,0.2450701256581514,0.09556502972945961,3.4192811192821817
1000913311.parquet,P3,22,-0.028465282021699033,0.7002016647322177,-0.2286529069725778,1.616799180432161,0.8372645561665635,0.1125,0.4952079878724498,0.05244781986524878,0.044174261057355294,0.31128687560096013,0.057344865091985206,3.1423236807194606
1000913311.parquet,P3,23,0.07593284419594841,1.074126431656579,0.450789509155867,0.24185312279721405,1.0391786316530307,0.09,0.6170526187827386,0.07501749973225977,0.0396507585839582,0.41304635113840504,0.08098483794212959,3.3405819967031345
1000913311.parquet,P3,24,-0.4093196961257637,3.189743412499134,-1.321334784247279,4.099401119972852,1.8322898313682858,0.065,0.9781674208488812,0.06020746466634242,0.09592527457655275,0.42553637894409607,0.04400429007270448,3.9765530279583334
1000913311.parquet,F7,0,0.41747436728853804,2.9458238289133987,0.22617943985853978,-0.424097002097402,1.766382935904999,0.035,2.35733122926797,0.06366984841574361,0.022172469018928057,0.25418527001635705,0.032785426106305963,1.3388209735383527
1000913311.parquet,F7,1,0.0712108847156551,1.7921959866408679,-0.36354555008783906,-0.08137022875411715,1.340621861951704,0.0375,2.145170314212355,0.06328702923222947,0.053621255926608366,0.2118260092818951,0.035059587953731396,2.3423143511675737
1000913311.parquet,F7,2,-0.024247639131583495,0.6816857763842836,0.2997805788895362,0.7555713320471056,0.8259986225095893,0.08,0.548724669377188,0.21894274859073698,0.060397102623715344,0.2025481523192297,0.03575595639948056,3.212938561462159
1000913311.parquet,F7,3,0.02254487721984102,0.6798592361627057,-0.4089139509816373,0.656720252053673,0.8248439292687819,0.0575,0.5648232717371037,0.06630284424451029,0.1667405422750009,0.21213773934856128,0.028251443885615853,3.070944913662437
1000913311.parquet,F7,4,-0.03215032042254912,0.5065970922885036,1.0221791775502354,2.8844316171544877,0.7124820947867927,0.1475,0.2829516225142325,0.05666312552560676,0.04804761811736816,0.2853680153752333,0.06332527788679987,2.79765538852036
1000913311.parquet,F7,5,-0.04039533087840841,0.392973317185129,0.8237276067001392,3.674037279170233,0.6281760103202805,0.1725,0.12366247691269586,0.020176296287623796,0.044001321897608955,0.30687972434849775,0.06046351798999446,2.3668796398314216
1000913311.parquet,F7,6,0.06921747017093367,0.6133037933878461,0.3870868525318638,1.6771743082735728,0.7861900861526494,0.1125,0.4133693816637124,0.0448334509496507,0.05741959304240207,0.30296649857886565,0.03864161913632116,2.8021665948725567
1000913311.parquet,F7,7,-0.1495391305032009,0.9585845541978645,0.398653654321148,1.6643010253461243,0.9904274358828706,0.0975,0.3224800354200743,0.06408302890425027,0.08116295087359782,0.4160036661899758,0.041093745039347686,3.2884961398432284
1000913311.parquet,F7,8,0.078378488434542,0.5816484859196184,0.03599748860436394,0.6325869242068767,0.7666757289551444,0.14,0.29778274160739165,0.05929256178288761,0.05664684925024739,0.36808909240641874,0.07448055219510209,3.0537088433493045
1000913311.parquet,F7,9,0.07526463129509403,0.7573801688400426,-0.4098866955490415,1.7140678976047194,0.8735244321506004,0.125,0.4441655188492173,0.06860454908496522,0.05547247796134126,0.3981499511960817,0.05555959502159987,3.3828103810710006
1000913311.parquet,F7,10,-0.08561585524139118,1.746020118991654,-0.5166829357865769,0.7947754196642007,1.324141304264907,0.0775,2.181272443583275,0.11636834309936187,0.11875928960608992,0.37852180445657807,0.07162755485556485,4.162814975536262
1000913311.parquet,F7,11,-0.06063299246878467,0.7186419335896437,0.8991931468426694,3.9477305999279197,0.8498931070230912,0.0975,0.36427891829622444,0.06679759635315488,0.08810519621789176,0.3665058657391228,0.05951687491456117,3.232929890238834
1000913311.parquet,F7,12,-0.006352565804728289,0.6385588404737893,0.2721443318507774,1.3386983764382672,0.7991240176381215,0.12,0.32208313912052133,0.027249411855139693,0.10741412764731237,0.26068809121205255,0.05095909599202894,2.8129947859014583
1000913311.parquet,F7,13,0.013039752268849387,0.8444975302594571,0.6004909043513571,0.6877165329573147,0.9190579771693895,0.1075,0.44183742705611756,0.12509775108666835,0.08744653289735525,0.3417483034967426,0.0740477167597076,3.5953738751123283
1000913311.parquet,F7,14,-0.016307243742939927,0.7506855303442533,1.0794260058395444,4.229295605049537,0.8665745533667284,0.115,0.3083254837434969,0.0791818288595521,0.1652721123682982,0.5106928206563597,0.0593212416274553,3.8100421840815986
1000913311.parquet,F7,15,0.055678258708126906,0.7326689173117465,0.3820908512704524,0.8944022183718539,0.8577697743593649,0.0825,0.4495235247236887,0.16127104524042782,0.032486785530048516,0.1980585039353321,0.03363019112948581,2.924414721609125
1000913311.parquet,F7,16,-0.06835919827971544,0.5785648090109855,0.7498867151487644,2.9611577896899695,0.7637000648163067,0.0875,0.47894089898517406,0.028606046402414965,0.03984062558717261,0.27157647021715087,0.040920991008169934,2.618741118122436
